Date,Company,Prev Close,Day Close,Change (%),Change (Rs.),Turnover
22-08-2025,MAHARAJA FOODS,772.6222579490684,398.4806862125859,-48.4249020639975,,
25-08-2025,AMANA LIFE,908.0,908.85,0.0940186953097033,,
06-08-2025,BALANGODA,190.7352152638576,551.77,189.2866778618501,,
25-08-2025,CALT,61.1,61.57,0.7653500076815885,,
25-08-2025,MULLERS,1.6,1.64,2.5116651079562398,,
25-08-2025,KELANI TYRES,484.9529331075847,864.0023330901587,78.16210071225272,,
22-08-2025,SLT,200.0,200.46,0.2302264706865067,,
22-08-2025,SLT,200.0,200.79,0.3935441600689637,,
25-08-2025,SWISSTEK,440.0,443.82,0.8677728822315007,,
22-08-2025,HNB,542.0,561.03,3.510499383313068,,
22-08-2025,TANGERINE,128.25,130.61,1.8384303064536145,,
22-08-2025,UNION CHEMICALS,968.0,932.96,-3.619853945243338,,
06-08-2025,AMANA LIFE,143.98538718999515,252.53,75.38816032315108,,
25-08-2025,EXTERMINATORS,792.0,770.32,-2.7379423419635343,,
25-08-2025,HATTON,300.0,28.7,2,0.30,
22-08-2025,ACCESS ENG SL,732.0,747.86,2.167136096019268,,
25-08-2025,ALPHA FIRE,28.9,28.19,-2.4476756565571653,,
25-08-2025,CIC,522.0,528.32,1.2111097854318729,,
22-08-2025,CONSUMER SERVICES,622.8,646.64,3.8271698951462856,,
20-08-2025,CONSUMER SERVICES,371.3817397347376,118.29,-68.14840574800226,,
22-08-2025,RADIANT GEMS,200.0,207.79,3.8936115514663054,,
22-08-2025,ASIA CAPITAL,4.7,4.89,3.984260030279893,,
22-08-2025,VALLIBEL ONE,280.0,266.11,-4.9607067857778215,,
25-08-2025,LANKA HOSPITALS,400.0,385.74,-3.5652429586578527,,
22-08-2025,HNB,542.0,543.97,0.3640351087508371,,
25-08-2025,CARSONS,101.3919974841286,256.49,152.97000527942348,,
11-08-2025,ASIA SIYAKA,190.53930750402856,41.11,-78.42324243440883,,
22-08-2025,CEYLON TEA BRKRS,7.1,6.91,-2.610387605211748,,
05-08-2025,SINGER FINANCE,33.40832623276475,10.07,-69.84882854607788,,
22-08-2025,KANDY HOTELS,17.8,17.0,(4.49),(0.80),
25-08-2025,HOTELS CORP.,33.9,32.77,-3.34045104704215,,
25-08-2025,RENUKA HOTELS,222.0,227.63,2.5338811491983577,,
05-08-2025,CEYLINCO HOLD,164.2339551427466,432.04,163.06529008737783,,
22-08-2025,SLT,200.0,195.12,-2.441108327150128,,
22-08-2025,KANDY HOTELS,17.8,17.94,0.7616041101548028,,
25-08-2025,HUNTERS,491.4408047981291,816.600216973246,66.164512388971,,
05-08-2025,YORK ARCADE,262.7388276357005,84.18,-67.95948444161587,,
22-08-2025,LAXAPANA,426.0,437.31,2.654985004052995,,
22-08-2025,KANDY HOTELS,17.8,16.93,-4.895727726665254,,
22-08-2025,AUTODROME,155.0,155.39,0.2535383993311182,,
25-08-2025,CEYLINCO HOLD,3021.0,3200.0,5.93,179.00,
22-08-2025,MASKELIYA,200.0,208.09,4.044845361527674,,
22-08-2025,KANDY HOTELS,17.8,17.59,-1.161203672499921,,
25-08-2025,CENTRAL FINANCE,268.0,277.2,3.433261677878832,,
22-08-2025,CEYLON GUARDIAN,231.0,235.9,2.120634214091708,,
25-08-2025,ASIRI,674.0,643.37,-4.544745002002565,,
25-08-2025,HNB,66.6447170099689,115.32901992067595,73.0505058689419,,
22-08-2025,AMF CO LTD,227.33360894821556,341.87801166315495,50.38603981386295,,
22-08-2025,GREENTECH ENERGY,3.7,3.57,-3.41034208086181,,
22-08-2025,CARSONS,839.25,804.61,-4.127292026114762,,
22-08-2025,LIGHTHOUSE HOTEL,110.0,115.21,4.740681163997012,,
03-08-2025,MASKELIYA,20.89009492540662,53.38,155.54347773592127,,
25-08-2025,SINGER FINANCE,940.0,951.72,1.2469308675810122,,
25-08-2025,C T HOLDINGS,148.0,695.0,2,10.00,
25-08-2025,SERENDIB HOTELS,22.5,21.5,-4.465444860168017,,
22-08-2025,TANGERINE,128.25,128.55,0.2340166868673456,,
25-08-2025,RICHARD PIERIS,70.8346832590504,24.392371445131992,-65.56436716752675,,
08-08-2025,LANKEM CEYLON,87.0864295295387,143.2,64.43787437040375,,
22-08-2025,LANKA VENTURES,88.6,84.7,(4.40),(3.90),
09-08-2025,YORK ARCADE,111.25596462856886,262.74,136.15707123016853,,
22-08-2025,MASKELIYA,200.0,198.9,-0.5504806893058278,,
22-08-2025,VALLIBEL ONE,280.0,90.5,2,0.60,
25-08-2025,MULLERS,1.6,1.53,-4.524421001152827,,
22-08-2025,SOFTWARE & SERVICES,894.29,883.29,-1.2300617078954512,,
25-08-2025,CIC,522.0,523.18,0.2268639116626118,,
22-08-2025,CONSUMER SERVICES,17.557952388442942,33.11,88.56748851917224,,
22-08-2025,CEYLINCO HOLD,3199.5,3072.42,-3.971823057708992,,
25-08-2025,YORK ARCADE,172.0,163.86,-4.733381977576717,,
21-08-2025,LANKEM CEYLON,297.024356729273,143.4348632119918,-51.709393535450864,,
22-08-2025,TESS AGRO,1.2,1.15,-3.774364950949154,,
22-08-2025,SAMSON INTERNAT.,404.0,422.89,4.676452161421887,,
22-08-2025,ASIA SIYAKA,7.0,6.69,-4.444749671908495,,
19-08-2025,AMF CO LTD,189.10277263993925,77.03,-59.26367856639565,,
22-08-2025,TESS AGRO,1.2,1.16,-3.52523084702113,,
25-08-2025,LAUGFS GAS,102.0,103.56,1.5318718915781249,,
22-08-2025,TESS AGRO,1.2,1.18,-1.2563502252964764,,
25-08-2025,UNION CHEMICALS,137.1802506789316,194.494671029222,41.78037295210516,,
22-08-2025,SAMSON INTERNAT.,404.0,391.57,-3.0769957633386658,,
25-08-2025,AMF CO LTD,734.0,710.84,-3.1546965584223496,,
25-08-2025,E B CREASY,300.0,309.83,3.2766334248453117,,
22-08-2025,SLT,200.0,193.86,-3.072095641808942,,
25-08-2025,CENTRAL FINANCE,268.0,274.29,2.348414908520642,,
22-08-2025,LOLC FINANCE,264.0,253.24,-4.077011582910783,,
25-08-2025,LAXAPANA,100.0,97.15,-2.846451265033295,,
25-08-2025,SOFTWARE & SERVICES,875.05,850.73,-2.77956223932891,,
08-09-2025,ABANS,39.54982511310567,75.09809418919077,89.88224088077051,,
25-08-2025,SOFTWARE & SERVICES,875.05,858.78,-1.8594343898373176,,
25-08-2025,AMANA LIFE,908.0,907.75,-0.0279759644344688,,
22-08-2025,CARSONS,839.25,800.25,(4.65),(39.00),
22-08-2025,KANDY HOTELS,17.8,17.47,-1.8538932245042223,,
25-08-2025,SERENDIB HOTELS,22.5,22.42,-0.3512906984565633,,
25-08-2025,RICHARD PIERIS,39.40812297844705,70.8346832590504,79.7464022780051,,
15-08-2025,ORIENT FINANCE,102.7163011557197,20.68,-79.86595650328125,,
22-08-2025,VALLIBEL ONE,450.66356381759687,869.9125603597362,93.02926400143315,,
22-08-2025,LOLC FINANCE,264.0,268.36,1.6503176170213143,,
19-08-2025,LAUGFS GAS,53.87299875220633,94.26123545910971,74.96934947444208,,
22-08-2025,ASIA ASSET,600.0,603.65,0.6081234177751718,,
25-08-2025,HAYLEYS FIBRE,122.7456246934374,66.61,-45.72980220059607,,
22-08-2025,LANKEM CEYLON,93.8299514747406,43.6,-53.53463804401096,,
22-08-2025,CEYLON PRINTERS,421.5,431.67,2.412028398422075,,
25-08-2025,CENTRAL FINANCE,268.0,275.64,2.850852172498226,,
25-08-2025,ABANS,436.0,418.97,-3.905695951640207,,
25-08-2025,LAXAPANA,100.0,98.66,-1.3355995063906412,,
22-08-2025,NAT. DEV. BANK,300.0,307.32,2.440865361631209,,
22-08-2025,MYLAND,156.0,153.18,-1.808455401030724,,
25-08-2025,LAUGFS GAS,102.0,98.47,-3.455898921577348,,
25-08-2025,RADIANT GEMS,84.9,81.65,-3.831019592916359,,
22-08-2025,DIPPED PRODUCTS,100.0,104.71,4.714842150423106,,
25-08-2025,HOTELS CORP.,33.9,37.0,9.14,3.10,
25-08-2025,DOCKYARD,190.0,184.22,-3.043522534472929,,
25-08-2025,CEYLON PRINTERS,382.75,398.25,4.050139458677753,,
22-08-2025,AMF CO LTD,200.0,194.77,-2.613941122159138,,
22-08-2025,ASIA CAPITAL,4.7,4.74,0.9545548270784536,,
17-08-2025,MULLERS,56.16620288294154,85.03495231202004,51.39879135010271,,
01-08-2025,LANKEM CEYLON,143.20307358345306,83.05,-42.00512870046005,,
25-08-2025,TAL LANKA,200.0,209.92,4.959653038208868,,
22-08-2025,MAHAWELI REACH,120.0,21.5,6,0.20,
22-08-2025,CEYLON GUARDIAN,100.0,255.0,6,24.00,
22-08-2025,MAHAWELI REACH,120.0,115.66,-3.618446100474654,,
17-08-2025,GREENTECH ENERGY,223.41525669502755,123.38,-44.77589340332861,,
22-08-2025,MAHARAJA FOODS,9.3,8.84,-4.996003074106751,,
25-08-2025,CIC,522.0,498.61,-4.481191934295193,,
25-08-2025,FORT LAND,133.6088929673978,258.5847267387096,93.53855944439825,,
25-08-2025,ALPHA FIRE,28.9,27.52,-4.7826116193629264,,
22-08-2025,SAMSON INTERNAT.,404.0,396.92,-1.7526635979718377,,
25-08-2025,AMANA LIFE,64.0,62.01,-3.1140700150499603,,
25-08-2025,RADIANT GEMS,84.9,84.59,-0.3707835256283465,,
22-08-2025,LANKA VENTURES,88.6,90.08,1.6718095883424224,,
22-08-2025,HVA FOODS,3.3,3.23,-2.084824070291668,,
22-08-2025,ASIA CAPITAL,4.7,4.59,-2.3990573271095506,,
22-08-2025,VALLIBEL ONE,280.0,267.99,-4.289932197774115,,
22-08-2025,SINGER FINANCE,51.667578960500975,27.141769077371997,-47.46847128617844,,
25-08-2025,AMF CO LTD,734.0,704.39,-4.03378595538661,,
25-08-2025,LMF,184.0,175.67,-4.528874736044046,,
25-08-2025,TAL LANKA,200.0,197.05,-1.4764237100044153,,
25-08-2025,TANGERINE,419.9335576333589,596.8747699241418,42.13552574554404,,
06-08-2025,CEYLON GUARDIAN,189.3537784111169,371.13,96.00065808355234,,
25-08-2025,MULLERS,1.6,1.55,-3.1324938674509406,,
25-08-2025,SWISSTEK,440.0,449.62,2.185335402924484,,
15-08-2025,E B CREASY,498.046996174558,666.9396175588262,33.9109808274145,,
21-08-2025,LMF,147.75506759696134,269.03,82.07756480002018,,
03-08-2025,ACCESS ENG SL,85.10569213666635,238.76,180.5496759260093,,
22-08-2025,MASKELIYA,200.0,192.07,-3.9654171629504695,,
25-08-2025,UNITED MOTORS,140.0,141.45,1.039204436622274,,
22-08-2025,CONSUMER SERVICES,622.8,619.5,-0.5292968206798498,,
19-08-2025,SOFTWARE & SERVICES,167.9092432081491,426.99,154.3008144040685,,
25-08-2025,KELANI TYRES,72.82492377328484,106.29195349142802,45.95546137793591,,
22-08-2025,RICHARD PIERIS,800.0,789.11,-1.36106544664643,,
